CO_TAZID,MF_Units,SF_Units
570328,0.0,95.0
570329,0.0,60.0
570330,0.0,112.0
570331,2.0,213.0
570332,0.0,217.0
570333,0.0,78.0
570334,0.0,106.0
570335,0.0,99.0
570336,0.0,168.0
570337,0.0,105.0
570338,0.0,58.0
570339,2.0,161.0
570340,0.0,60.0
570341,0.0,65.0
570342,0.0,35.0
570343,12.0,356.0
570344,436.0,122.0
570345,375.0,279.0
570346,0.0,475.0
570347,0.0,529.0
570348,4.0,359.0
570349,20.0,414.0
570350,114.0,596.0
570351,86.0,320.0
570352,445.0,212.0
570353,0.0,633.0
570354,0.0,83.0
570355,0.0,411.0
570356,6.0,418.0
570357,14.0,463.0
570358,50.0,358.0
570359,339.0,54.0
570360,0.0,576.0
570361,0.0,208.0
570362,0.0,307.0
570363,135.0,269.0
570364,192.0,433.0
570365,42.0,141.0
570366,0.0,2.0
570367,0.0,625.0
570368,0.0,435.0
570369,0.0,300.0
570370,14.0,581.0
570371,80.0,398.0
570372,79.0,259.0
570373,43.0,310.0
570375,30.0,318.0
570376,77.0,229.0
570377,186.0,466.0
570378,191.0,115.0
570380,119.0,5.0
570381,0.0,3.0
570382,143.0,158.0
570384,362.0,240.0
570385,234.0,0.0
570386,63.0,161.0
570389,30.0,304.0
570390,0.0,851.0
570391,332.0,121.0
570392,291.0,83.0
570393,23.0,415.0
570394,120.0,306.0
570395,202.0,113.0
570396,0.0,2.0
570397,81.0,27.0
570398,33.0,321.0
570399,0.0,2.0
570400,0.0,2.0
570401,156.0,95.0
570402,28.0,96.0
570403,48.0,220.0
570404,11.0,312.0
570405,22.0,136.0
570407,84.0,255.0
570408,87.0,339.0
570409,0.0,151.0
570410,47.0,439.0
570411,0.0,372.0
570412,4.0,272.0
570413,133.0,228.0
570414,0.0,169.0
570415,521.0,479.0
570416,30.0,176.0
570417,584.0,385.0
570418,0.0,369.0
570419,772.0,125.0
570420,0.0,293.0
570421,74.0,23.0
570422,2.0,301.0
570423,0.0,9.0
