UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5 
102669,11,"R",37,"R",18,"R",5,"R",14,"R",17,"R",1,"Z",0,"Z",0,"R",0
102669,12,"R",141,"R",11,"R",12,"R",118,"R",9,"R",2,"Z",0,"Z",0,"R",0
102711, 1,"R",452,"A",,"A",,"R",452,"A",,"A",,"A",,"A",,"A",
102711, 2,"R",452,"A",,"A",,"R",452,"A",,"A",,"A",,"A",,"A",
102711, 3,"R",452,"A",,"A",,"R",452,"A",,"A",,"A",,"A",,"A",
102845, 1,"R",2277,"R",673,"R",1604,"R",0,"R",112,"R",561,"R",0,"R",0,"R",0
102845, 2,"R",2277,"R",673,"R",1604,"R",0,"R",112,"R",561,"R",0,"R",0,"R",0
102845, 3,"R",2277,"R",673,"R",1604,"R",0,"R",112,"R",561,"R",0,"R",0,"R",0
103501, 1,"R",255,"A",,"A",,"R",255,"A",,"A",,"A",,"A",,"A",
103501, 2,"R",255,"A",,"A",,"R",255,"A",,"A",,"A",,"A",,"A",
103501, 3,"R",255,"A",,"A",,"R",255,"A",,"A",,"A",,"A",,"A",
103741, 1,"R",213,"A",,"A",,"R",213,"A",,"A",,"A",,"A",,"A",
103741, 2,"R",213,"A",,"A",,"R",213,"A",,"A",,"A",,"A",,"A",
103741, 3,"R",213,"A",,"A",,"R",213,"A",,"A",,"A",,"A",,"A",
103893, 1,"R",1088,"R",189,"R",241,"R",658,"R",139,"R",50,"R",0,"R",0,"R",0
103893, 2,"R",1088,"R",189,"R",241,"R",658,"R",139,"R",50,"R",0,"R",0,"R",0
103893, 3,"R",1087,"R",189,"R",241,"R",657,"R",139,"R",50,"R",0,"R",0,"R",0
103893,11,"R",1,"R",0,"R",0,"R",1,"A",,"A",,"A",,"A",,"A",
103909, 1,"R",492,"R",0,"R",124,"R",368,"A",,"A",,"A",,"A",,"A",
103909, 2,"R",492,"R",0,"R",124,"R",368,"A",,"A",,"A",,"A",,"A",
103909, 3,"R",492,"R",0,"R",124,"R",368,"A",,"A",,"A",,"A",,"A",
103927, 1,"R",437,"R",0,"R",127,"R",310,"A",,"A",,"A",,"A",,"A",
103927, 2,"R",437,"R",0,"R",127,"R",310,"A",,"A",,"A",,"A",,"A",
103927, 3,"R",437,"R",0,"R",127,"R",310,"A",,"A",,"A",,"A",,"A",
103954, 1,"R",49,"A",,"A",,"R",49,"A",,"A",,"A",,"A",,"A",
103954, 2,"R",49,"A",,"A",,"R",49,"A",,"A",,"A",,"A",,"A",
103954, 3,"R",49,"A",,"A",,"R",49,"A",,"A",,"A",,"A",,"A",
103963, 1,"R",513,"R",0,"R",15,"R",498,"A",,"A",,"A",,"A",,"A",
103963, 2,"R",513,"R",0,"R",15,"R",498,"A",,"A",,"A",,"A",,"A",
103963, 3,"R",513,"R",0,"R",15,"R",498,"A",,"A",,"A",,"A",,"A",
104090, 1,"R",751,"R",248,"R",426,"R",77,"R",125,"R",123,"Z",0,"Z",0,"R",0
104090, 2,"R",714,"R",211,"R",426,"R",77,"R",110,"R",101,"Z",0,"Z",0,"R",0
104090, 3,"R",714,"R",211,"R",426,"R",77,"R",110,"R",101,"Z",0,"Z",0,"R",0
104090,12,"R",37,"R",37,"Z",0,"R",0,"R",15,"R",22,"Z",0,"Z",0,"R",0
104151, 1,"R",79593,"R",3990,"R",41930,"R",33673,"R",3591,"R",325,"R",0,"R",69,"R",5
104151, 2,"R",65174,"R",3586,"R",39453,"R",22135,"R",3254,"R",279,"R",0,"R",48,"R",5
104151, 3,"R",64398,"R",3178,"R",39382,"R",21838,"R",2909,"R",238,"R",0,"R",31,"R",0
104151,11,"R",776,"R",408,"R",71,"R",297,"R",345,"R",41,"R",0,"R",17,"R",5
104151,12,"R",14419,"R",404,"R",2477,"R",11538,"R",337,"R",46,"R",0,"R",21,"R",0
104160, 1,"R",8038,"R",2472,"R",2454,"R",3112,"R",2398,"R",60,"Z",0,"R",2,"R",12
104160, 2,"R",8038,"R",2472,"R",2454,"R",3112,"R",2398,"R",60,"Z",0,"R",2,"R",12
104160, 3,"R",6198,"R",2222,"R",2102,"R",1874,"R",2156,"R",54,"Z",0,"R",2,"R",10
104160,11,"R",1840,"R",250,"R",352,"R",1238,"R",242,"R",6,"Z",0,"R",0,"R",2
104179, 1,"R",53001,"R",10935,"R",21735,"R",20331,"R",4159,"R",5907,"Z",0,"R",833,"R",36
104179, 2,"R",41899,"R",7535,"R",20501,"R",13863,"R",2685,"R",4433,"Z",0,"R",386,"R",31
104179, 3,"R",40769,"R",7272,"R",20476,"R",13021,"R",2593,"R",4265,"Z",0,"R",383,"R",31
104179,11,"R",1130,"R",263,"R",25,"R",842,"R",92,"R",168,"Z",0,"R",3,"R",0
104179,12,"R",11102,"R",3400,"R",1234,"R",6468,"R",1474,"R",1474,"Z",0,"R",447,"R",5
104346, 1,"R",5131,"R",571,"R",3223,"R",1337,"R",535,"R",33,"R",3,"R",0,"R",0
104346, 2,"R",5131,"R",571,"R",3223,"R",1337,"R",535,"R",33,"R",3,"R",0,"R",0
104346, 3,"R",4892,"R",547,"R",3135,"R",1210,"R",513,"R",31,"R",3,"R",0,"R",0
104346,11,"R",239,"R",24,"R",88,"R",127,"R",22,"R",2,"R",0,"R",0,"R",0
104391, 1,"R",88,"A",,"A",,"R",88,"A",,"A",,"A",,"A",,"A",
104391, 2,"R",88,"A",,"A",,"R",88,"A",,"A",,"A",,"A",,"A",
104391, 3,"R",88,"A",,"A",,"R",88,"A",,"A",,"A",,"A",,"A",
104425, 1,"R",3782,"R",1183,"R",1115,"R",1484,"R",801,"R",370,"R",0,"R",3,"R",9
104425, 2,"R",3782,"R",1183,"R",1115,"R",1484,"R",801,"R",370,"R",0,"R",3,"R",9
104425, 3,"R",3007,"R",1050,"R",1025,"R",932,"R",671,"R",369,"R",0,"R",3,"R",7
104425,11,"R",775,"R",133,"R",90,"R",552,"R",130,"R",1,"R",0,"R",0,"R",2
104443, 1,"R",98,"A",,"A",,"R",98,"A",,"A",,"A",,"A",,"A",
104443, 2,"R",98,"A",,"A",,"R",98,"A",,"A",,"A",,"A",,"A",
104443, 3,"R",98,"A",,"A",,"R",98,"A",,"A",,"A",,"A",,"A",
104568, 1,"R",388,"R",0,"R",388,"R",0,"A",,"A",,"A",,"A",,"A",
104568, 2,"R",388,"R",0,"R",388,"R",0,"A",,"A",,"A",,"A",,"A",
104568, 3,"R",388,"R",0,"R",388,"R",0,"A",,"A",,"A",,"A",,"A",
104577, 1,"R",5076,"R",444,"R",749,"R",3883,"R",438,"R",6,"R",0,"R",0,"R",0
104577, 2,"R",5076,"R",444,"R",749,"R",3883,"R",438,"R",6,"R",0,"R",0,"R",0
104577, 3,"R",3058,"R",395,"R",617,"R",2046,"R",390,"R",5,"R",0,"R",0,"R",0
104577,11,"R",2018,"R",49,"R",132,"R",1837,"R",48,"R",1,"R",0,"R",0,"R",0
104586, 1,"R",3286,"R",17,"R",341,"R",2928,"R",6,"R",11,"R",0,"R",0,"R",0
104586, 2,"R",3250,"R",17,"R",340,"R",2893,"R",6,"R",11,"R",0,"R",0,"R",0
104586, 3,"R",3245,"R",16,"R",340,"R",2889,"R",5,"R",11,"R",0,"R",0,"R",0
104586,11,"R",5,"R",1,"R",0,"R",4,"R",1,"R",0,"R",0,"R",0,"R",0
104586,12,"R",36,"R",0,"R",1,"R",35,"A",,"A",,"A",,"A",,"A",
104665, 1,"R",6,"R",0,"R",1,"R",5,"A",,"A",,"A",,"A",,"A",
104665,12,"R",6,"R",0,"R",1,"R",5,"A",,"A",,"A",,"A",,"A",
104708, 1,"R",13480,"R",2992,"R",3939,"R",6549,"R",2782,"R",8,"R",0,"R",1,"R",201
104708, 2,"R",13480,"R",2992,"R",3939,"R",6549,"R",2782,"R",8,"R",0,"R",1,"R",201
104708, 3,"R",10180,"R",2421,"R",3744,"R",4015,"R",2250,"R",5,"R",0,"R",0,"R",166
104708,11,"R",3300,"R",571,"R",195,"R",2534,"R",532,"R",3,"R",0,"R",1,"R",35
104717, 1,"R",107563,"R",83261,"R",13890,"R",10412,"R",13334,"R",69621,"R",2,"R",304,"R",0
104717, 2,"R",70929,"R",47616,"R",13801,"R",9512,"R",7756,"R",39685,"R",2,"R",173,"R",0
104717, 3,"R",68619,"R",45724,"R",13801,"R",9094,"R",7377,"R",38207,"R",2,"R",138,"R",0
104717,11,"R",2310,"R",1892,"R",0,"R",418,"R",379,"R",1478,"R",0,"R",35,"R",0
104717,12,"R",36634,"R",35645,"R",89,"R",900,"R",5578,"R",29936,"R",0,"R",131,"R",0
105145, 1,"R",5123,"R",1484,"R",956,"R",2683,"R",1375,"R",1,"R",0,"R",0,"R",108
105145, 2,"R",5123,"R",1484,"R",956,"R",2683,"R",1375,"R",1,"R",0,"R",0,"R",108
105145, 3,"R",3473,"R",1216,"R",888,"R",1369,"R",1126,"R",0,"R",0,"R",0,"R",90
105145,11,"R",1650,"R",268,"R",68,"R",1314,"R",249,"R",1,"R",0,"R",0,"R",18
105154, 1,"R",16624,"R",4252,"R",4749,"R",7623,"R",3785,"R",140,"R",0,"R",5,"R",322
105154, 2,"R",16624,"R",4252,"R",4749,"R",7623,"R",3785,"R",140,"R",0,"R",5,"R",322
105154, 3,"R",12049,"R",3364,"R",4416,"R",4269,"R",2969,"R",120,"R",0,"R",4,"R",271
105154,11,"R",4575,"R",888,"R",333,"R",3354,"R",816,"R",20,"R",0,"R",1,"R",51
105206, 1,"R",3693,"R",1025,"R",1078,"R",1590,"R",924,"R",100,"R",0,"R",0,"R",1
105206, 2,"R",3693,"R",1025,"R",1078,"R",1590,"R",924,"R",100,"R",0,"R",0,"R",1
105206, 3,"R",2750,"R",958,"R",910,"R",882,"R",858,"R",99,"R",0,"R",0,"R",1
105206,11,"R",943,"R",67,"R",168,"R",708,"R",66,"R",1,"R",0,"R",0,"R",0
105215, 1,"R",567,"A",,"A",,"R",567,"A",,"A",,"A",,"A",,"A",
105215, 2,"R",567,"A",,"A",,"R",567,"A",,"A",,"A",,"A",,"A",
105215, 3,"R",567,"A",,"A",,"R",567,"A",,"A",,"A",,"A",,"A",
105297, 1,"R",1836,"R",1186,"R",397,"R",253,"R",911,"R",275,"Z",0,"Z",0,"R",0
105297, 2,"R",1828,"R",1178,"R",397,"R",253,"R",906,"R",272,"Z",0,"Z",0,"R",0
105297, 3,"R",1507,"R",1089,"R",393,"R",25,"R",842,"R",247,"Z",0,"Z",0,"R",0
105297,11,"R",321,"R",89,"R",4,"R",228,"R",64,"R",25,"Z",0,"Z",0,"R",0
105297,12,"R",8,"R",8,"R",0,"R",0,"R",5,"R",3,"Z",0,"Z",0,"R",0
105330, 1,"R",28186,"R",5088,"R",9552,"R",13546,"R",2526,"R",699,"R",0,"R",58,"R",1805
105330, 2,"R",23128,"R",2891,"R",8911,"R",11326,"R",1512,"R",431,"R",0,"R",12,"R",936
105330, 3,"R",23041,"R",2855,"R",8909,"R",11277,"R",1502,"R",416,"R",0,"R",12,"R",925
105330,11,"R",87,"R",36,"R",2,"R",49,"R",10,"R",15,"R",0,"R",0,"R",11
105330,12,"R",5058,"R",2197,"R",641,"R",2220,"R",1014,"R",268,"R",0,"R",46,"R",869
105349, 1,"R",2825,"R",813,"R",531,"R",1481,"R",810,"R",3,"R",0,"R",0,"R",0
105349, 2,"R",2825,"R",813,"R",531,"R",1481,"R",810,"R",3,"R",0,"R",0,"R",0
105349, 3,"R",1024,"R",453,"R",230,"R",341,"R",451,"R",2,"R",0,"R",0,"R",0
105349,11,"R",1801,"R",360,"R",301,"R",1140,"R",359,"R",1,"R",0,"R",0,"R",0
105428, 1,"R",10384,"R",2854,"R",2653,"R",4877,"R",2601,"R",6,"R",0,"R",1,"R",246
105428, 2,"R",10384,"R",2854,"R",2653,"R",4877,"R",2601,"R",6,"R",0,"R",1,"R",246
105428, 3,"R",6952,"R",2272,"R",2491,"R",2189,"R",2058,"R",5,"R",0,"R",1,"R",208
105428,11,"R",3432,"R",582,"R",162,"R",2688,"R",543,"R",1,"R",0,"R",0,"R",38
105525, 1,"R",15819,"R",4983,"R",3319,"R",7517,"R",4334,"R",600,"R",0,"R",0,"R",49
105525, 2,"R",15819,"R",4983,"R",3319,"R",7517,"R",4334,"R",600,"R",0,"R",0,"R",49
105525, 3,"R",13869,"R",4245,"R",3157,"R",6467,"R",3724,"R",482,"R",0,"R",0,"R",39
105525,11,"R",1950,"R",738,"R",162,"R",1050,"R",610,"R",118,"R",0,"R",0,"R",10
105534, 1,"R",2744,"R",1894,"R",186,"R",664,"R",178,"R",1712,"Z",0,"R",4,"R",0
105534, 2,"R",2619,"R",1769,"R",186,"R",664,"R",153,"R",1612,"Z",0,"R",4,"R",0
105534, 3,"R",2619,"R",1769,"R",186,"R",664,"R",153,"R",1612,"Z",0,"R",4,"R",0
105534,12,"R",125,"R",125,"Z",0,"R",0,"R",25,"R",100,"Z",0,"Z",0,"R",0
105543, 1,"R",737,"R",29,"R",293,"R",415,"R",28,"R",1,"Z",0,"Z",0,"R",0
105543, 2,"R",737,"R",29,"R",293,"R",415,"R",28,"R",1,"Z",0,"Z",0,"R",0
105543, 3,"R",737,"R",29,"R",293,"R",415,"R",28,"R",1,"Z",0,"Z",0,"R",0
105589, 1,"R",909,"R",743,"Z",0,"R",166,"R",210,"R",507,"Z",0,"R",26,"R",0
105589, 2,"R",257,"R",91,"Z",0,"R",166,"R",27,"R",55,"Z",0,"R",9,"R",0
105589, 3,"R",253,"R",88,"Z",0,"R",165,"R",25,"R",54,"Z",0,"R",9,"R",0
105589,11,"R",4,"R",3,"Z",0,"R",1,"R",2,"R",1,"Z",0,"R",0,"R",0
105589,12,"R",652,"R",652,"Z",0,"R",0,"R",183,"R",452,"Z",0,"R",17,"R",0
105659, 1,"R",1296,"R",0,"R",54,"R",1242,"A",,"A",,"A",,"A",,"A",
105659, 2,"R",1296,"R",0,"R",54,"R",1242,"A",,"A",,"A",,"A",,"A",
105659, 3,"R",1271,"R",0,"R",54,"R",1217,"A",,"A",,"A",,"A",,"A",
105659,11,"R",25,"R",0,"R",0,"R",25,"A",,"A",,"A",,"A",,"A",
105668, 1,"R",18631,"R",7527,"R",556,"R",10548,"R",5541,"R",1441,"R",0,"R",62,"R",483
105668, 2,"R",18631,"R",7527,"R",556,"R",10548,"R",5541,"R",1441,"R",0,"R",62,"R",483
105668, 3,"R",4879,"R",3964,"R",179,"R",736,"R",2523,"R",1128,"R",0,"R",36,"R",277
105668,11,"R",13752,"R",3563,"R",377,"R",9812,"R",3018,"R",313,"R",0,"R",26,"R",206
105677, 1,"R",15,"A",,"A",,"R",15,"A",,"A",,"A",,"A",,"A",
105677, 2,"R",15,"A",,"A",,"R",15,"A",,"A",,"A",,"A",,"A",
105677, 3,"R",15,"A",,"A",,"R",15,"A",,"A",,"A",,"A",,"A",
105747, 1,"R",6875,"R",1880,"R",1829,"R",3166,"R",1768,"R",3,"R",0,"R",0,"R",109
105747, 2,"R",6875,"R",1880,"R",1829,"R",3166,"R",1768,"R",3,"R",0,"R",0,"R",109
105747, 3,"R",4274,"R",1269,"R",1617,"R",1388,"R",1189,"R",3,"R",0,"R",0,"R",77
105747,11,"R",2601,"R",611,"R",212,"R",1778,"R",579,"R",0,"R",0,"R",0,"R",32
105792, 1,"R",4157,"R",1231,"R",1215,"R",1711,"R",1122,"R",0,"R",0,"R",0,"R",109
105792, 2,"R",4157,"R",1231,"R",1215,"R",1711,"R",1122,"R",0,"R",0,"R",0,"R",109
105792, 3,"R",2612,"R",938,"R",1073,"R",601,"R",852,"R",0,"R",0,"R",0,"R",86
105792,11,"R",1545,"R",293,"R",142,"R",1110,"R",270,"R",0,"R",0,"R",0,"R",23
105899, 1,"R",1233,"R",171,"R",362,"R",700,"R",104,"R",60,"R",0,"R",1,"R",6
105899, 2,"R",1210,"R",163,"R",358,"R",689,"R",98,"R",58,"R",0,"R",1,"R",6
105899, 3,"R",1127,"R",117,"R",346,"R",664,"R",60,"R",51,"R",0,"R",0,"R",6
105899,11,"R",83,"R",46,"R",12,"R",25,"R",38,"R",7,"R",0,"R",1,"R",0
105899,12,"R",23,"R",8,"R",4,"R",11,"R",6,"R",2,"R",0,"R",0,"R",0
106041, 1,"R",1791,"A",,"A",,"R",1791,"A",,"A",,"A",,"A",,"A",
106041, 2,"R",1791,"A",,"A",,"R",1791,"A",,"A",,"A",,"A",,"A",
106041, 3,"R",1791,"A",,"A",,"R",1791,"A",,"A",,"A",,"A",,"A",
106148, 1,"R",7200,"R",2074,"R",1289,"R",3837,"R",2008,"R",64,"R",1,"R",1,"R",0
106148, 2,"R",7200,"R",2074,"R",1289,"R",3837,"R",2008,"R",64,"R",1,"R",1,"R",0
106148, 3,"R",3732,"R",1692,"R",927,"R",1113,"R",1633,"R",57,"R",1,"R",1,"R",0
106148,11,"R",3468,"R",382,"R",362,"R",2724,"R",375,"R",7,"R",0,"R",0,"R",0
106245, 1,"R",8158,"R",3099,"R",2455,"R",2604,"R",2824,"R",268,"R",0,"R",7,"R",0
106245, 2,"R",5789,"R",2058,"R",1953,"R",1778,"R",1927,"R",131,"R",0,"R",0,"R",0
106245, 3,"R",4740,"R",2029,"R",1942,"R",769,"R",1900,"R",129,"R",0,"R",0,"R",0
106245,11,"R",1049,"R",29,"R",11,"R",1009,"R",27,"R",2,"R",0,"R",0,"R",0
106245,12,"R",2369,"R",1041,"R",502,"R",826,"R",897,"R",137,"R",0,"R",7,"R",0
106263, 1,"R",3275,"R",1111,"R",500,"R",1664,"R",232,"R",863,"R",0,"R",16,"R",0
106263, 2,"R",1380,"R",901,"R",186,"R",293,"R",49,"R",844,"R",0,"R",8,"R",0
106263, 3,"R",1361,"R",882,"R",186,"R",293,"R",45,"R",831,"R",0,"R",6,"R",0
106263,11,"R",19,"R",19,"R",0,"R",0,"R",4,"R",13,"R",0,"R",2,"R",0
106263,12,"R",1895,"R",210,"R",314,"R",1371,"R",183,"R",19,"R",0,"R",8,"R",0
106306, 1,"R",373,"R",0,"R",75,"R",298,"A",,"A",,"A",,"A",,"A",
106306, 2,"R",373,"R",0,"R",75,"R",298,"A",,"A",,"A",,"A",,"A",
106306, 3,"R",373,"R",0,"R",75,"R",298,"A",,"A",,"A",,"A",,"A",
106315, 1,"R",111,"A",,"A",,"R",111,"A",,"A",,"A",,"A",,"A",
106315, 2,"R",111,"A",,"A",,"R",111,"A",,"A",,"A",,"A",,"A",
106315, 3,"R",111,"A",,"A",,"R",111,"A",,"A",,"A",,"A",,"A",
106324, 1,"R",56,"A",,"A",,"R",56,"A",,"A",,"A",,"A",,"A",
106324, 2,"R",56,"A",,"A",,"R",56,"A",,"A",,"A",,"A",,"A",
106324, 3,"R",56,"A",,"A",,"R",56,"A",,"A",,"A",,"A",,"A",
106342, 1,"R",584,"R",0,"R",93,"R",491,"A",,"A",,"A",,"A",,"A",
106342, 2,"R",584,"R",0,"R",93,"R",491,"A",,"A",,"A",,"A",,"A",
106342, 3,"R",563,"R",0,"R",92,"R",471,"A",,"A",,"A",,"A",,"A",
106342,11,"R",21,"R",0,"R",1,"R",20,"A",,"A",,"A",,"A",,"A",
106351, 1,"R",111,"A",,"A",,"R",111,"A",,"A",,"A",,"A",,"A",
106351, 2,"R",111,"A",,"A",,"R",111,"A",,"A",,"A",,"A",,"A",
106351, 3,"R",111,"A",,"A",,"R",111,"A",,"A",,"A",,"A",,"A",
106397, 1,"R",32140,"R",3239,"R",7227,"R",21674,"R",1864,"R",1329,"R",0,"R",46,"R",0
106397, 2,"R",27472,"R",1681,"R",6935,"R",18856,"R",966,"R",710,"R",0,"R",5,"R",0
106397, 3,"R",27312,"R",1658,"R",6926,"R",18728,"R",946,"R",707,"R",0,"R",5,"R",0
106397,11,"R",160,"R",23,"R",9,"R",128,"R",20,"R",3,"R",0,"R",0,"R",0
106397,12,"R",4668,"R",1558,"R",292,"R",2818,"R",898,"R",619,"R",0,"R",41,"R",0
106412, 1,"R",2100,"R",170,"R",1336,"R",594,"R",135,"R",33,"Z",0,"R",2,"R",0
106412, 2,"R",1905,"R",93,"R",1322,"R",490,"R",78,"R",15,"Z",0,"Z",0,"R",0
106412, 3,"R",1899,"R",92,"R",1321,"R",486,"R",77,"R",15,"Z",0,"Z",0,"R",0
106412,11,"R",6,"R",1,"R",1,"R",4,"R",1,"Z",0,"Z",0,"Z",0,"R",0
106412,12,"R",195,"R",77,"R",14,"R",104,"R",57,"R",18,"Z",0,"R",2,"R",0
106449, 1,"R",3010,"R",725,"R",860,"R",1425,"R",722,"R",3,"R",0,"Z",0,"R",0
106449, 2,"R",3010,"R",725,"R",860,"R",1425,"R",722,"R",3,"R",0,"Z",0,"R",0
106449, 3,"R",1902,"R",580,"R",756,"R",566,"R",578,"R",2,"R",0,"Z",0,"R",0
106449,11,"R",1108,"R",145,"R",104,"R",859,"R",144,"R",1,"R",0,"Z",0,"R",0
106458, 1,"R",14032,"R",6582,"R",3338,"R",4112,"R",3617,"R",2897,"Z",0,"R",68,"R",0
106458, 2,"R",8760,"R",2103,"R",3242,"R",3415,"R",1686,"R",365,"Z",0,"R",52,"R",0
106458, 3,"R",7994,"R",1998,"R",3141,"R",2855,"R",1589,"R",359,"Z",0,"R",50,"R",0
106458,11,"R",766,"R",105,"R",101,"R",560,"R",97,"R",6,"Z",0,"R",2,"R",0
106458,12,"R",5272,"R",4479,"R",96,"R",697,"R",1931,"R",2532,"Z",0,"R",16,"R",0
106467, 1,"R",9487,"R",2440,"R",3120,"R",3927,"R",2337,"R",92,"R",0,"R",11,"R",0
106467, 2,"R",8808,"R",2052,"R",2976,"R",3780,"R",1998,"R",46,"R",0,"R",8,"R",0
106467, 3,"R",5993,"R",999,"R",2849,"R",2145,"R",952,"R",43,"R",0,"R",4,"R",0
106467,11,"R",2815,"R",1053,"R",127,"R",1635,"R",1046,"R",3,"R",0,"R",4,"R",0
106467,12,"R",679,"R",388,"R",144,"R",147,"R",339,"R",46,"R",0,"R",3,"R",0
106485, 1,"R",2739,"R",736,"R",1109,"R",894,"R",699,"R",35,"R",0,"R",0,"R",2
106485, 2,"R",2328,"R",363,"R",1094,"R",871,"R",352,"R",11,"R",0,"R",0,"R",0
106485, 3,"R",1868,"R",312,"R",1092,"R",464,"R",302,"R",10,"R",0,"R",0,"R",0
106485,11,"R",460,"R",51,"R",2,"R",407,"R",50,"R",1,"R",0,"R",0,"R",0
106485,12,"R",411,"R",373,"R",15,"R",23,"R",347,"R",24,"R",0,"R",0,"R",2
106494, 1,"R",47,"A",,"A",,"R",47,"A",,"A",,"A",,"A",,"A",
106494, 2,"R",47,"A",,"A",,"R",47,"A",,"A",,"A",,"A",,"A",
106494, 3,"R",47,"A",,"A",,"R",47,"A",,"A",,"A",,"A",,"A",
106546, 1,"R",512,"A",,"A",,"R",512,"A",,"A",,"A",,"A",,"A",
106546, 2,"R",512,"A",,"A",,"R",512,"A",,"A",,"A",,"A",,"A",
106546, 3,"R",512,"A",,"A",,"R",512,"A",,"A",,"A",,"A",,"A",
106625, 1,"R",1544,"R",554,"R",423,"R",567,"R",542,"R",12,"Z",0,"Z",0,"R",0
106625, 2,"R",1544,"R",554,"R",423,"R",567,"R",542,"R",12,"Z",0,"Z",0,"R",0
106625, 3,"R",938,"R",442,"R",269,"R",227,"R",430,"R",12,"Z",0,"Z",0,"R",0
106625,11,"R",606,"R",112,"R",154,"R",340,"R",112,"Z",0,"Z",0,"Z",0,"R",0
106704, 1,"R",9790,"R",1364,"R",3335,"R",5091,"R",1135,"R",205,"R",0,"R",24,"R",0
106704, 2,"R",7884,"R",437,"R",3084,"R",4363,"R",401,"R",27,"R",0,"R",9,"R",0
106704, 3,"R",7426,"R",421,"R",3075,"R",3930,"R",388,"R",25,"R",0,"R",8,"R",0
106704,11,"R",458,"R",16,"R",9,"R",433,"R",13,"R",2,"R",0,"R",1,"R",0
106704,12,"R",1906,"R",927,"R",251,"R",728,"R",734,"R",178,"R",0,"R",15,"R",0
106713, 1,"R",550,"R",50,"R",202,"R",298,"R",46,"R",4,"R",0,"R",0,"R",0
106713, 2,"R",550,"R",50,"R",202,"R",298,"R",46,"R",4,"R",0,"R",0,"R",0
106713, 3,"R",477,"R",43,"R",202,"R",232,"R",39,"R",4,"R",0,"R",0,"R",0
106713,11,"R",73,"R",7,"R",0,"R",66,"R",7,"R",0,"R",0,"R",0,"R",0
106795, 1,"R",1387,"R",325,"R",562,"R",500,"R",308,"R",17,"R",0,"R",0,"R",0
106795, 2,"R",1387,"R",325,"R",562,"R",500,"R",308,"R",17,"R",0,"R",0,"R",0
106795, 3,"R",835,"R",193,"R",455,"R",187,"R",181,"R",12,"R",0,"R",0,"R",0
106795,11,"R",552,"R",132,"R",107,"R",313,"R",127,"R",5,"R",0,"R",0,"R",0
106810, 1,"R",225,"R",36,"R",145,"R",44,"R",24,"R",12,"Z",0,"Z",0,"R",0
106810, 2,"R",225,"R",36,"R",145,"R",44,"R",24,"R",12,"Z",0,"Z",0,"R",0
106810, 3,"R",162,"R",6,"R",136,"R",20,"R",4,"R",2,"Z",0,"Z",0,"R",0
106810,11,"R",63,"R",30,"R",9,"R",24,"R",20,"R",10,"Z",0,"Z",0,"R",0
106883, 1,"R",1273,"R",481,"R",582,"R",210,"R",475,"R",6,"R",0,"R",0,"R",0
106883, 2,"R",1273,"R",481,"R",582,"R",210,"R",475,"R",6,"R",0,"R",0,"R",0
106883, 3,"R",492,"R",186,"R",177,"R",129,"R",186,"R",0,"R",0,"R",0,"R",0
106883,11,"R",781,"R",295,"R",405,"R",81,"R",289,"R",6,"R",0,"R",0,"R",0
106908, 1,"R",411,"A",,"A",,"R",411,"A",,"A",,"A",,"A",,"A",
106908, 2,"R",411,"A",,"A",,"R",411,"A",,"A",,"A",,"A",,"A",
106908, 3,"R",411,"A",,"A",,"R",411,"A",,"A",,"A",,"A",,"A",
106980, 1,"R",2308,"R",496,"R",818,"R",994,"R",485,"R",11,"R",0,"R",0,"R",0
106980, 2,"R",2308,"R",496,"R",818,"R",994,"R",485,"R",11,"R",0,"R",0,"R",0
106980, 3,"R",1706,"R",436,"R",760,"R",510,"R",425,"R",11,"R",0,"R",0,"R",0
106980,11,"R",602,"R",60,"R",58,"R",484,"R",60,"R",0,"R",0,"R",0,"R",0
106999, 1,"R",1118,"R",328,"R",505,"R",285,"R",326,"R",2,"R",0,"R",0,"R",0
106999, 2,"R",1118,"R",328,"R",505,"R",285,"R",326,"R",2,"R",0,"R",0,"R",0
106999, 3,"R",788,"R",223,"R",452,"R",113,"R",221,"R",2,"R",0,"R",0,"R",0
106999,11,"R",330,"R",105,"R",53,"R",172,"R",105,"R",0,"R",0,"R",0,"R",0
107044, 1,"R",4608,"R",568,"R",785,"R",3255,"R",345,"R",205,"R",5,"R",13,"R",0
107044, 2,"R",3496,"R",240,"R",571,"R",2685,"R",131,"R",93,"R",3,"R",13,"R",0
107044, 3,"R",3323,"R",129,"R",570,"R",2624,"R",94,"R",20,"R",2,"R",13,"R",0
107044,11,"R",173,"R",111,"R",1,"R",61,"R",37,"R",73,"R",1,"R",0,"R",0
107044,12,"R",1112,"R",328,"R",214,"R",570,"R",214,"R",112,"R",2,"R",0,"R",0
107071, 1,"R",2136,"R",724,"R",1173,"R",239,"R",623,"R",84,"R",17,"R",0,"R",0
107071, 2,"R",1493,"R",128,"R",1143,"R",222,"R",117,"R",11,"R",0,"R",0,"R",0
107071, 3,"R",1491,"R",128,"R",1142,"R",221,"R",117,"R",11,"R",0,"R",0,"R",0
